GF DoITT Submitted to CB (A),Site ID,Latitude,Longitude,Borough,Zoning,Council District,Community Board,Street Address,Cross_Street 1,Cross_Street 2,Corner_location,Postcode,BID,Site in Business Improvement District (BID)?,Link In Historic District,NTA,GF Permit_Appl_Id,DoITT: DoITT NTP Issued (A),GF CB Comment Period Ends (A),DoITT: GF DoITT Submitted to CB (A),BIN,BBL,Census Tract,Location 1,Legacy ID,Site Type,Initial Submission (A),Final Submission (A)
08/15/2018,si-01-GF55081,40.64369,-74.07643,Staten Island,C4-2,49,501,36 RICHMOND TERRACE,WALL STREET,SCHUYLER STREET,NE,10301,,No,0,West New Brighton-New Brighton-St. George,82656,,10/14/2018,08/14/2018,5000073,5000070086,5000300,"(40.6436862, -74.07642539)",LINK-025481,New Site,06/29/2018,
08/15/2018,si-01-GF55080,40.64170,-74.07705,Staten Island,C4-2,49,501,26 CENTRAL AVENUE,HYATT STREET,SLOSSON TERRACE,NW,10301,,No,0,West New Brighton-New Brighton-St. George,82653,,10/14/2018,08/14/2018,5000030,5000060021,5000300,"(40.64170058516458, -74.07704509343239)",LINK-025480,New Site,06/28/2018,
08/15/2018,si-01-GF55103,40.63866,-74.07589,Staten Island,C4-2,49,501,150 BAY STREET,CENTRAL AVENUE,VICTORY BOULEVARD,MIDBLOCK,10301,,No,0,West New Brighton-New Brighton-St. George,82651,,10/14/2018,08/14/2018,5000021,5000010021,5000300,"(40.63865776812222, -74.07589397882975)",LINK-025503,New Site,08/10/2018,
01/10/2018,bk-17-GF33566,40.65072,-73.94999,Brooklyn,C1-3,40,317,2846 CHURCH AVENUE,NOSTRAND AVENUE,LLOYD STREET,SW,11226,,No,0,Erasmus,82326,,03/11/2018,12/18/2017,3336222,3051050039,3082400,"(40.65072103, -73.94999324)",LINK-024257,New Site,09/25/2017,
03/09/2018,BX-02-GF22192,40.82211,-73.89711,Bronx,C2-4,17,202,937 WESTCHESTER AVENUE,INTERVALE AVENUE,ROGERS PLACE,NW,10459,,No,0,Longwood,82495,,05/08/2018,12/06/2017,2005390,2026990060,2012901,"(40.82210735, -73.89710558)",LINK-024305,New Site,11/08/2017,
03/09/2018,BX-02-GF22195,40.82450,-73.89289,Bronx,C1-4,17,202,1031 WESTCHESTER AVENUE,EAST 165 STREET,SIMPSON STREET,NE,10459,Southern Boulevard,Yes,0,Hunts Point,82502,,05/08/2018,12/06/2017,2005801,2027270001,2012701,"(40.82450311, -73.8928854)",LINK-024308,New Site,11/08/2017,
03/09/2018,BX-02-GF22194,40.82382,-73.89396,Bronx,C1-4,17,202,995C WESTCHESTER AVENUE,EAST 165 STREET,WESTCHESTER AVENUE,MIDBLOCK,10459,,No,0,Longwood,82501,,05/08/2018,12/06/2017,2005668,2027150049,2012901,"(40.82381955, -73.89396079)",LINK-024307,New Site,11/08/2017,
02/16/2018,BX-04-GF22198,40.82610,-73.92045,Bronx,C6-2,16,204,236 EAST 161 STREET,SHERMAN AVENUE,CONCOURSE VILLAGE EAST,MIDBLOCK,10451,161st Street,Yes,0,East Concourse-Concourse Village,82560,,04/17/2018,02/14/2018,2099027,2024430090,2006100,"(40.82610181, -73.92045196)",LINK-024311,New Site,12/12/2017,
12/14/2017,bk-02-GF33567,40.69287,-73.98424,Brooklyn,C6-4,33,302,151 DUFFIELD STREET,METROTECH ROADWAY,WILLOUGHBY STREET,MIDBLOCK,11201,MetroTech,Yes,0,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,82426,,02/12/2018,12/06/2017,3319505,3020590001,3001500,"(40.692872, -73.98424038)",LINK-024312,New Site,10/11/2017,
01/10/2018,bk-17-GF33559,40.65115,-73.94110,Brooklyn,C2-2,45,317,3824 CHURCH AVENUE,EAST 39 STREET,EAST 38 STREET,SW,11203,,No,0,East Flatbush-Farragut,82297,,03/11/2018,12/18/2017,3109611,3048920010,3085800,"(40.651149, -73.941099)",LINK-023710,New Site,09/07/2017,
12/01/2017,qu-01-GF44387,40.76891,-73.91210,Queens,C2-3,22,401,24-26 38 STREET,ASTORIA BOULEVARD SOUTH,28 AVENUE,SW,11103,,No,0,Astoria,82419,,01/30/2018,11/29/2017,4010189,4006530050,4006502,"(40.76890777662745, -73.91210114599801)",LINK-023716,New Site,10/03/2017,
12/14/2017,bk-02-GF33564,40.68702,-73.97715,Brooklyn,R6B,35,302,38 LAFAYETTE AVENUE,ST FELIX STREET,FORT GREENE PLACE,NE,11217,Fulton Area,Yes,0,Fort Greene,82295,,02/12/2018,12/06/2017,3059210,3021090008,3003300,"(40.68701932, -73.97715152)",LINK-023715,New Site,09/07/2017,
03/09/2018,BX-01-GF22182,40.81185,-73.92789,Bronx,M1-4/R7X,8,201,250 RIDER AVENUE,EAST 138 STREET,EAST 139 STREET,NE,10451,,No,0,Mott Haven-Port Morris,82395,,05/08/2018,12/06/2017,2000950,2023330010,2005100,"(40.81184635, -73.92788614)",LINK-023809,New Site,10/06/2017,
01/19/2018,qu-03-GF44397,40.74955,-73.86635,Queens,C1-4,21,403,99-07 ROOSEVELT AVENUE,99 STREET,NATIONAL STREET,NE,11368,,No,0,North Corona,82492,,03/20/2018,12/06/2017,4040271,4017650044,4040700,"(40.7495545, -73.86635316)",LINK-023876,New Site,11/08/2017,
01/10/2018,bk-17-GF33565,40.65089,-73.94933,Brooklyn,C1-3,40,317,3001 CHURCH AVENUE,NOSTRAND AVENUE,FAIRVIEW PLACE,NE,11226,,No,0,Erasmus,82324,,03/11/2018,12/18/2017,3327739,3048690001,3081800,"(40.65089174, -73.94932632)",LINK-023878,New Site,09/25/2017,
09/21/2018,qu-03-GF44398,40.74969,-73.86495,Queens,C1-4,21,403,100-13 ROOSEVELT AVENUE,99 STREET,102 STREET,MIDBLOCK,11368,,No,0,North Corona,82491,,11/20/2018,09/12/2018,4440198,4017700059,4040700,"(40.74968749, -73.86494633)",LINK-023877,New Site,11/08/2017,
08/06/2018,bk-16-GF33599,40.66429,-73.90943,Brooklyn,C2-3,41,316,642 ROCKAWAY AVENUE,BLAKE AVENUE,DUMONT AVENUE,NW,11212,,No,0,Brownsville,82655,,10/05/2018,07/31/2018,3081791,3035600047,3092400,"(40.66429001, -73.90943413)",LINK-025049,New Site,06/28/2018,
08/15/2018,si-01-GF55134,40.64074,-74.07682,Staten Island,C4-2,49,501,26 CENTRAL AVENUE,HYATT STREET,SLOSSON TERRACE,MIDBLOCK,10301,,No,0,West New Brighton-New Brighton-St. George,82654,,10/14/2018,08/14/2018,5151735,5000060021,5000300,"(40.640744865357284, -74.07681981537081)",LINK-026502,New Site,06/28/2018,
12/05/2017,bk-06-GF33487,40.67092,-73.99176,Brooklyn,M2-1,39,306,200 10 STREET,3 AVENUE,2 AVENUE,SW,11215,,No,0,Park Slope-Gowanus,82196,,02/03/2018,12/01/2017,3250835,3010140044,3012100,"(40.67091755, -73.99176131)",LINK-022690,New Site,08/16/2017,
02/02/2018,mn-07-GF0063,40.78069,-73.97669,Manhattan,C1-8A,6,107,100 WEST 77 STREET,COLUMBUS AVENUE,AMSTERDAM AVENUE,,10024,Columbus Avenue,Yes,1,Upper West Side,82384,,04/03/2018,01/23/2018,1030211,1011480014,1016100,"(40.78069441, -73.97669473)",LINK-020400,New Site,09/28/2017,
12/15/2017,mn-02-GF0068,40.72879,-74.00029,Manhattan,C1-5,1,102,169 BLEECKER STREET,SULLIVAN STREET,THOMPSON STREET,NE,10012,,No,1,West Village,82409,,02/13/2018,12/06/2017,1008687,1005390042,1006500,"(40.72878718, -74.000292)",LINK-020405,New Site,10/11/2017,
12/05/2017,bk-06-GF33489,40.67646,-73.98699,Brooklyn,M2-1,39,306,312 3 AVENUE,1 STREET,CARROLL STREET,,11215,,No,0,Park Slope-Gowanus,82198,,02/03/2018,12/01/2017,3007684,3004530054,3011900,"(40.67646062, -73.98698905)",LINK-022692,New Site,08/16/2017,
12/01/2017,bk-07-GF33488,40.66481,-73.98983,Brooklyn,C4-3A,39,307,577 5 AVENUE,16 AVENUE,PROSPECT AVENUE,SE,11215,Park Slope 5th Avenue,Yes,0,Park Slope-Gowanus,82197,,01/30/2018,10/11/2017,3024175,3010530015,3014100,"(40.66481261, -73.98982589)",LINK-022691,New Site,08/16/2017,
12/01/2017,bk-07-GF33493,40.65296,-74.00944,Brooklyn,M1-2,38,307,4018 3 AVENUE,41 STREET,40 STREET,NW,11232,,No,0,Sunset Park West,82279,,01/30/2018,10/11/2017,3010574,3007120043,3000200,"(40.65295869, -74.00943592)",LINK-023023,New Site,08/30/2017,
12/01/2017,bk-07-GF33494,40.65243,-74.00997,Brooklyn,M1-2,38,307,4118 3 AVENUE,41 STREET,42 STREET,NW,11232,,No,0,Sunset Park West,82321,,01/30/2018,10/11/2017,3010664,3007170045,3000200,"(40.65243179, -74.0099704)",LINK-023024,New Site,09/15/2017,
12/01/2017,bk-07-GF33501,40.65354,-74.00884,Brooklyn,M1-2,38,307,3924 3 AVENUE,39 STREET,40 STREET,NW,11232,,No,0,Sunset Park West,82318,,01/30/2018,10/11/2017,3010465,3007070044,3000200,"(40.65354322, -74.00883983)",LINK-023031,New Site,09/15/2017,
02/16/2018,mn-12-GF0061,40.86022,-73.92876,Manhattan,C1-4,10,112,68 NAGLE AVENUE,ELLWOOD STREET,HILLSIDE AVENUE,NW,10040,,No,0,Washington Heights North,82554,,04/17/2018,02/14/2018,1064145,1021720056,1028500,"(40.86022343, -73.92875504)",LINK-020304,New Site,12/12/2017,
08/06/2018,si-02-GF55060,40.57383,-74.11591,Staten Island,C2-2,50,502,135 NEW DORP LANE,SOUTH RAILROAD AVENUE,8 STREET,SE,10306,,No,0,New Dorp-Midland Beach,82013,,10/05/2018,07/23/2018,5052603,5036370038,5012200,"(40.57383357, -74.11590521)",LINK-023249,New Site,06/30/2017,
12/14/2017,bk-02-GF3024,40.69499,-73.98986,Brooklyn,C6-1,33,302,17 JOHNSON STREET,CADMAN PLAZA EAST,ADAMS STREET,SE,11201,Court-Livingston-Schermerhorn,Yes,0,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,81649,,02/12/2018,12/06/2017,3000242,3001270001,3001100,"(40.69499358, -73.9898569)",LINK-018054,New Site,08/16/2017,
02/02/2018,mn-11-GF0282,40.80503,-73.93508,Manhattan,C1-4,9,111,174 EAST 127 STREET,LEXINGTON AVENUE,3 AVENUE,NW,10035,,No,0,East Harlem North,82423,,04/03/2018,01/23/2018,1054497,1017750040,1024200,"(40.805034, -73.935083)",LINK-023019,New Site,10/11/2017,
08/06/2018,si-02-GF55058,40.56988,-74.10885,Staten Island,C4-1,50,502,422 NEW DORP LANE,HYLAN BOULEVARD,MILL ROAD,MIDBLOCK,10306,,No,0,New Dorp-Midland Beach,82039,,10/05/2018,07/23/2018,5168573,5039600096,5012804,"(40.56988026, -74.1088456)",LINK-023247,New Site,06/30/2017,
08/06/2018,si-02-GF55059,40.57353,-74.11533,Staten Island,C2-2,50,502,153 NEW DORP LANE,8 STREET,9 STREET,MIDBLOCK,10306,,No,0,New Dorp-Midland Beach,82014,,10/05/2018,07/23/2018,5107557,5036370026,5012200,"(40.57353381269947, -74.11533466275671)",LINK-023248,New Site,06/30/2017,
11/30/2016,bk-02-GF3042,40.68221,-73.96050,Brooklyn,C2-4,35,302,1035 FULTON STREET,DOWNING STREET,IRVING PLACE,,11238,Fulton Area,Yes,0,Clinton Hill,81483,,01/29/2017,11/30/2016,3418184,3019920012,3022700,"(40.682211, -73.960504)",LINK-018072,New Site,08/23/2016,
06/23/2016,si-02-GF5015,40.57422,-74.11692,Staten Island,C2-1,50,502,100 NEW DORP LANE,NEW DORP PLAZA,4 STREET,SW,10306,,No,0,New Dorp-Midland Beach,81422,10/26/2016 12:00:00 AM,08/22/2016,06/23/2016,5057313,5041990001,5013400,"(40.574221, -74.116919)",LINK-005411,New Site,06/23/2016,06/30/2016
09/21/2018,bk-07-GF33554,40.65219,-74.01025,Brooklyn,M1-2,38,307,4202 3 AVENUE,43 STREET,42 STREET,SW,11232,,No,0,Sunset Park West,82404,,11/20/2018,09/12/2018,3010796,3007220035,3000200,"(40.65219302, -74.01024886)",LINK-023652,New Site,10/11/2017,
12/01/2017,bk-07-GF33558,40.64715,-74.01550,Brooklyn,M1-2D,38,307,5102 3 AVENUE,51 STREET,52 STREET,SW,11220,,No,0,Sunset Park West,82316,,01/30/2018,10/11/2017,3013477,3007970037,3002000,"(40.647148, -74.015505)",LINK-023657,New Site,09/15/2017,
10/03/2016,mn-12-GF0014,40.83306,-73.94540,Manhattan,C2-4,7,112,3740 BROADWAY,WEST 155 STREET,WEST 156 STREET,,10032,,No,0,Washington Heights South,81585,,12/02/2016,10/03/2016,1062677,1021140001,1024100,"(40.83305658, -73.94539639)",LINK-018175,New Site,08/15/2016,
11/30/2016,bk-03-GF3109,40.67914,-73.94956,Brooklyn,C4-5D,36,303,531 NOSTRAND AVENUE,HERKIMER STREET,HERKIMER PLACE,,11216,Bed-Stuy Gateway,Yes,0,Crown Heights North,81681,,01/29/2017,11/30/2016,3053944,3018670011,3024700,"(40.67914128, -73.9495558)",LINK-019364,New Site,10/17/2016,
11/30/2016,bk-09-GF3115,40.66456,-73.95114,Brooklyn,C1-3,35,309,988 NOSTRAND AVENUE,SULLIVAN PLACE,EMPIRE BOULEVARD,,11225,,No,0,Crown Heights South,,,01/29/2017,11/30/2016,3034523,3013080036,3032100,"(40.66455832, -73.95113592)",LINK-019370,New Site,10/17/2016,
11/30/2016,bk-08-GF3112,40.67759,-73.94960,Brooklyn,C2-4,36,308,1260 PACIFIC STREET,NOSTRAND AVENUE,NEW YORK AVENUE,,11216,,No,0,Crown Heights North,81692,,01/29/2017,11/30/2016,3030039,3012070005,3031500,"(40.67758818, -73.94959898)",LINK-019367,New Site,10/17/2016,
11/30/2016,bk-16-GF3102,40.67873,-73.91372,Brooklyn,C2-3,41,316,170 THOMAS S. BOYLAND STREET,FULTON STREET,HULL STREET,,11233,,No,0,Ocean Hill,,,01/29/2017,11/30/2016,3398125,3015370001,3037100,"(40.67873332, -73.91371721)",LINK-018131,New Site,08/23/2016,
08/18/2017,mn-10-GF0040,40.80766,-73.95329,Manhattan,C1-4,9,110,2235 FREDERICK DOUGLASS BOULEVARD,WEST 120 STREET,WEST 121 STREET,,10027,,No,0,Central Harlem South,82003,,10/17/2017,08/18/2017,1086186,1019477501,1025700,"(40.80765627, -73.95328697)",LINK-019834,New Site,06/30/2017,
08/18/2017,mn-10-GF0044,40.82402,-73.94082,Manhattan,C1-4,9,110,298 WEST 147 STREET,FREDERICK DOUGLASS BOULEVARD,ADAM CLAYTON POWELL BOULEVARD,,10039,,No,0,Central Harlem North-Polo Grounds,82007,,10/17/2017,08/18/2017,1060516,1020320061,1023400,"(40.824022, -73.940823)",LINK-019838,New Site,06/30/2017,
08/18/2017,mn-10-GF0042,40.81846,-73.94535,Manhattan,C1-4,9,110,300 WEST 138 STREET,FREDERICK DOUGLASS BOULEVARD,EDGECOMBE AVENUE,,10030,,No,0,Central Harlem North-Polo Grounds,82005,,10/17/2017,08/18/2017,1084485,1020417502,1022102,"(40.81846227, -73.94535179)",LINK-019836,New Site,06/30/2017,
10/05/2016,BX-01-GF2042,40.80737,-73.92993,Bronx,M1-3/R8,8,201,101 LINCOLN AVENUE,EAST 132 STREET,BRUCKNER BOULEVARD,,10454,,No,0,Mott Haven-Port Morris,81629,,12/04/2016,10/05/2016,2000759,2023160001,2001900,"(40.80736811, -73.9299324)",LINK-018229,New Site,08/18/2016,
10/03/2016,mn-11-GF0030,40.80037,-73.93810,Manhattan,C4-4D,8,111,2201 3 AVENUE,EAST 120 STREET,EAST 119 STREET,SE,10035,,No,0,East Harlem North,81631,,12/02/2016,10/03/2016,1054564,1017840045,1019400,"(40.80037311, -73.93809872)",LINK-018374,New Site,09/28/2016,
02/02/2018,mn-11-GF0028,40.78540,-73.94934,Manhattan,C1-5,5,111,1710 3 AVENUE,EAST 96 STREET,EAST 97 STREET,NW,10029,,No,0,East Harlem South,81630,,04/03/2018,10/03/2016,1082901,1016240033,1015802,"(40.78540009, -73.9493395)",LINK-018372,New Site,09/28/2016,07/28/2017
11/03/2017,BX-07-GF22065,40.86192,-73.89259,Bronx,C4-4,15,207,361 EAST FORDHAM ROAD,MARION AVENUE,DECATUR AVENUE,NE,10458,Fordham Road,Yes,0,Bedford Park-Fordham North,82155,,01/02/2018,10/11/2017,2016303,2032750001,2039901,"(40.86192193, -73.89258824)",LINK-019888,New Site,08/11/2017,
10/03/2016,mn-11-GF0032,40.79911,-73.93902,Manhattan,C4-4D,8,111,2151 3 AVENUE,EAST 117 STREET,EAST 118 STREET,,10035,,No,0,East Harlem North,81634,,12/02/2016,10/03/2016,1081437,1016670045,1018800,"(40.79911084, -73.93901913)",LINK-018376,New Site,09/28/2016,
04/03/2017,bk-07-GF33415,40.66027,-73.99801,Brooklyn,M1-1D,38,307,755 4 AVENUE,25 STREET,26 STREET,,11232,,No,0,Sunset Park West,81832,,06/02/2017,04/03/2017,3009612,3006550006,3010100,"(40.66026661, -73.99801057)",LINK-021523,New Site,03/07/2017,05/12/2017
11/03/2017,BX-07-GF2064,40.86308,-73.89429,Bronx,C4-4,15,207,310 EAST KINGSBRIDGE ROAD,BRIGGS AVENUE,COLES LANE,SW,10458,Fordham Road,Yes,0,Bedford Park-Fordham North,82281,,01/02/2018,10/11/2017,2116006,2031540083,2039901,"(40.863079, -73.894293)",LINK-019676,New Site,09/01/2017,
05/04/2017,qu-02-GF4093,40.74393,-73.94975,Queens,M1-5/R7X,26,402,43464 JACKSON AVENUE,47 ROAD,48 AVENUE,,11101,,No,0,Hunters Point-Sunnyside-West Maspeth,81604,,07/03/2017,05/04/2017,4000000,4000610011,4000700,"(40.74393295, -73.94975396)",LINK-018204,New Site,03/29/2017,
04/03/2017,bk-02-GF33153,40.69108,-73.99191,Brooklyn,C6-2A,33,302,47 SCHERMERHORN STREET,SCHERMERHORN,,,11201,Court-Livingston-Schermerhorn,Yes,0,Brooklyn Heights-Cobble Hill,81768,,06/02/2017,04/03/2017,3002641,3002680054,3000900,"(40.69107775, -73.99190746)",LINK-020777,New Site,02/22/2017,
05/16/2017,bk-05-GF33451,40.68486,-73.86775,Brooklyn,C1-2,37,305,3470 FULTON STREET,GRANT AVENUE,,,11208,,No,0,Cypress Hills-City Line,81901,,07/15/2017,05/16/2017,3093030,3041510039,3118400,"(40.68486059, -73.86774586)",LINK-021924,New Site,05/04/2017,
04/03/2017,qu-09-GF44354,40.69286,-73.85492,Queens,C1-4,32,409,89-19 JAMAICA AVENUE,90 STREET,89 STREET,,11421,Woodhaven,Yes,0,Woodhaven,81796,,06/02/2017,04/03/2017,4182019,4088680031,4001400,"(40.69285678, -73.85491916)",LINK-021391,New Site,02/23/2017,05/15/2017
02/16/2018,mn-10-GF0331,40.80469,-73.95166,Manhattan,C1-4,9,110,1960 7 AVENUE,WEST 118 STREET,WEST 119 STREET,NW,10026,,No,0,Central Harlem South,82534,,04/17/2018,02/14/2018,1058420,1019240029,1022000,"(40.8046929, -73.95165759)",LINK-023782,New Site,11/29/2017,
03/08/2017,bk-01-GF33145,40.71432,-73.94587,Brooklyn,C2-4,34,301,694 METROPOLITAN AVENUE,MANHATTAN AVENUE,,,11211,,No,0,East Williamsburg,81736,,05/07/2017,03/08/2017,3068866,3027640008,3049700,"(40.71432358, -73.94587425)",LINK-020769,New Site,02/14/2017,
02/16/2018,mn-10-GF0347,40.81617,-73.94328,Manhattan,C1-4,9,110,2320 ADAM CLAYTON POWELL JR. BOULEVARD,WEST 136 STREET,WEST 137 STREET,NE,10030,,No,0,Central Harlem North-Polo Grounds,82540,,04/17/2018,02/14/2018,1058955,1019420029,1022800,"(40.81616997, -73.94328166)",LINK-023798,New Site,11/29/2017,
02/16/2018,mn-10-GF0346,40.81487,-73.94423,Manhattan,C1-4,9,110,2286 ADAM CLAYTON POWELL JR. BOULEVARD,WEST 134 STREET,WEST 135 STREET,NE,10030,,No,0,Central Harlem North-Polo Grounds,82539,,04/17/2018,02/14/2018,1058862,1019400129,1022800,"(40.81487062, -73.94422922)",LINK-023797,New Site,11/29/2017,
02/16/2018,mn-10-GF0349,40.81224,-73.94979,Manhattan,C1-4,9,110,2393 8 AVENUE,WEST 128 STREET,WEST 129 STREET,NW,10027,,No,0,Central Harlem North-Polo Grounds,82553,,04/17/2018,02/14/2018,1059398,1019550010,1021500,"(40.81223938, -73.94979326)",LINK-023800,New Site,12/11/2017,
02/16/2018,mn-10-GF0348,40.81564,-73.94367,Manhattan,C1-4,9,110,2304 ADAM CLAYTON POWELL JR. BOULEVARD,WEST 135 STREET,WEST 136 STREET,MIDBLOCK,10030,,No,0,Central Harlem North-Polo Grounds,82541,,04/17/2018,02/14/2018,1058894,1019410031,1022800,"(40.8156372, -73.94367004)",LINK-023799,New Site,11/29/2017,
02/16/2018,mn-10-GF0350,40.82334,-73.94142,Manhattan,C1-4,9,110,2738 FREDERICK DOUGLASS BOULEVARD,WEST 145 STREET,WEST 146 STREET,SE,10039,,No,0,Central Harlem North-Polo Grounds,82543,,04/17/2018,02/14/2018,1088718,1020310003,1023200,"(40.82334035, -73.94142198)",LINK-023801,New Site,11/29/2017,
02/16/2018,mn-10-GF0356,40.80129,-73.94770,Manhattan,C4-5X,9,110,27 WEST 116 STREET,5 AVENUE,MALCOLM X BOULEVARD,MIDBLOCK,10026,,No,0,Central Harlem South,82551,,04/17/2018,02/14/2018,1089780,1016007502,1019000,"(40.80128631, -73.947704)",LINK-023807,New Site,12/06/2017,
12/27/2017,qu-04-GF44393,40.73689,-73.87926,Queens,C2-2,25,404,84-04 QUEENS BOULEVARD,VAN LOON STREET,GRAND AVENUE,SE,11373,,No,0,Elmhurst,82389,,02/25/2018,12/06/2017,4057363,4024770002,4047500,"(40.73688997, -73.8792581)",LINK-023872,New Site,10/06/2017,
12/27/2017,qu-04-GF44392,40.73744,-73.88215,Queens,C1-2,25,404,81-08 QUEENS BOULEVARD,CODWISE PLACE,SIMONSON STREET,SE,11373,,No,0,Elmhurst-Maspeth,82388,,02/25/2018,12/06/2017,4057230,4024740040,4047900,"(40.73743593, -73.88215437)",LINK-023871,New Site,10/06/2017,
02/16/2018,mn-10-GF0341,40.80866,-73.94737,Manhattan,C4-7,9,110,163 WEST 125 STREET,LENOX AVENUE,ADAM CLAYTON POWELL JR BOULEVARD,MIDBLOCK,10027,125th Street,Yes,0,Central Harlem South,82535,,04/17/2018,02/14/2018,1057819,1019100001,1022200,"(40.8086645, -73.94737322)",LINK-023792,New Site,11/29/2017,
02/16/2018,mn-10-GF0289,40.80152,-73.95759,Manhattan,C1-4,9,110,2053 FREDERICK DOUGLASS BOULEVARD,WEST 111 STREET,WEST 112 STREET,MIDBLOCK,10026,,No,0,Central Harlem South,82577,,04/17/2018,02/14/2018,1055765,1018460044,1019702,"(40.80151595, -73.95758972)",LINK-023352,New Site,11/29/2017,
02/16/2018,mn-10-GF0343,40.80648,-73.95396,Manhattan,C1-4,9,110,2211 FREDERICK DOUGLASS BOULEVARD,WEST 119 STREET,WEST 120 STREET,NW,10026,,No,0,Central Harlem South,82528,,04/17/2018,02/14/2018,1077815,1019460029,1025700,"(40.80648425, -73.95396445)",LINK-023794,New Site,11/29/2017,
02/02/2018,mn-11-GF0292,40.78833,-73.94719,Manhattan,C1-5,8,111,1810 3 AVENUE,EAST 100 STREET,EAST 101 STREET,SW,10029,,No,0,East Harlem South,82529,,04/03/2018,01/23/2018,1087540,1016281201,1016600,"(40.78832513, -73.94718807)",LINK-023356,New Site,11/29/2017,
02/16/2018,mn-10-GF0342,40.80945,-73.94913,Manhattan,C4-7,9,110,215 WEST 125 STREET,ADAM CLAYTON POWELL JR BOULEVARD,FREDERICK DOUGLASS BOULEVARD,MIDBLOCK,10027,125th Street,Yes,0,Central Harlem South,82536,,04/17/2018,02/14/2018,1058659,1019310021,1022200,"(40.80944757, -73.94913393)",LINK-023793,New Site,11/29/2017,
02/16/2018,mn-10-GF0345,40.81355,-73.94519,Manhattan,C1-4,9,110,2244 ADAM CLAYTON POWELL JR. BOULEVARD,WEST 132 STREET,WEST 133 STREET,NW,10027,,No,0,Central Harlem North-Polo Grounds,82537,,04/17/2018,02/14/2018,1058778,1019380029,1022600,"(40.81355136, -73.94519057)",LINK-023796,New Site,11/29/2017,
02/16/2018,mn-10-GF0344,40.80782,-73.94952,Manhattan,C2-4,9,110,201 WEST 123 STREET,ADAM CLAYTON POWELL JR BOULEVARD,FREDERICK DOUGLASS BOULEVARD,NW,10027,,No,0,Central Harlem South,82538,,04/17/2018,02/14/2018,1088475,1019290029,1022200,"(40.80782003, -73.94952381)",LINK-023795,New Site,11/29/2017,
02/02/2018,mn-11-GF0274,40.80510,-73.93719,Manhattan,C4-4D,9,111,130 EAST 126 STREET,LEXINGTON AVENUE,PARK AVENUE,SW,10035,,No,0,East Harlem North,82372,,04/03/2018,01/23/2018,1054488,1017740056,1019600,"(40.80510265, -73.93719105)",LINK-021800,New Site,09/28/2017,
